original_variable_name,renamed_variable,variable_description,derived_variable,input_variable,data_source,broad_learning_context
ST313Q02JA,st_get_mad_easily,Agree/disagree: I get mad easily.,No,Yes,student_questionnaire,In and Out
ST313Q03JA,st_change_mood_a_lot,Agree/disagree: I change my mood a lot.,No,Yes,student_questionnaire,In and Out
ST313Q04JA,st_overreact_to_little_things,Agree/disagree: I overreact to every little thing in life.,No,Yes,student_questionnaire,In and Out
ST313Q05JA,st_stay_calm_in_tense_situations,Agree/disagree: I stay calm even in tense situations.,No,Yes,student_questionnaire,In and Out
ST313Q06JA,st_easily_upset,Agree/disagree: I am easily upset.,No,Yes,student_questionnaire,In and Out
ST313Q07JA,st_know_how_to_control_feelings,Agree/disagree: I know how to control my feelings.,No,Yes,student_questionnaire,In and Out
ST313Q08JA,st_unpredictable_emotions,Agree/disagree: I have unpredictable emotions.,No,Yes,student_questionnaire,In and Out
ST313Q09JA,st_moody,Agree/disagree: I am moody.,No,Yes,student_questionnaire,In and Out
ST313Q10JA,st_frustrated_quickly,Agree/disagree: I get frustrated quickly.,No,Yes,student_questionnaire,In and Out
ST263Q02JA,st_intelligence_hard_to_change,Agree/disagree: Your intelligence is something about you that you cannot change very much.,No,No,student_questionnaire,In and Out
ST263Q04JA,st_math_skill_hard_to_improve,"Agree/disagree: Some people are just not good at mathematics, no matter how hard they study.",No,No,student_questionnaire,In and Out
ST263Q06JA,st_language_skill_hard_to_improve,"Agree/disagree: Some people are just not good in Thai language, no matter how hard they study.",No,No,student_questionnaire,In and Out
ST016Q01NA,st_overall_life_satisfaction,"Overall, how satisfied are you with your life as a whole these days?",No,No,student_questionnaire,In and Out
ST059Q01TA,st_math_class_periods_per_week,Number of [class periods] per week in mathematics,No,No,student_questionnaire,In School
ST059Q02JA,st_total_class_periods_per_week,"Total number of [class periods] per week for all subjects, including mathematics",No,No,student_questionnaire,In School
ST296Q01JA,st_time_spent_on_math_homework,How much time spent on homework in: Mathematics homework,No,No,student_questionnaire,Out of School
ST296Q02JA,st_time_spent_on_language_homework,How much time spent on homework in: [Test language] homework,No,No,student_questionnaire,Out of School
ST296Q03JA,st_time_spent_on_science_homework,How much time spent on homework in: [Science] homework,No,No,student_questionnaire,Out of School
ST296Q04JA,st_total_homework_time_all_subjects,"How much time spent on homework in: Total time for all homework in all subjects, including subjects not listed above",No,No,student_questionnaire,Out of School
ST272Q01JA,st_rate_quality_math_instruction,"On 1-10 scale, rate quality of mathematics instruction this school year? Quality of mathematics instruction?",No,No,student_questionnaire,In School
ST273Q01JA,st_students_ignore_teacher,How often: Students do not listen to what the teacher said.,No,Yes,student_questionnaire,In School
ST273Q02JA,st_noise_and_disorder_in_class,How often: There is noise and disorder.,No,Yes,student_questionnaire,In School
ST273Q03JA,st_teacher_waits_long_for_quiet,How often: The teacher has to wait a long time for students to quiet down.,No,Yes,student_questionnaire,In School
ST273Q04JA,st_students_cannot_work_well,How often: Students cannot work well.,No,Yes,student_questionnaire,In School
ST273Q05JA,st_slow_start_after_lesson_begins,How often: Students do not start working for a long time after the lesson begins.,No,Yes,student_questionnaire,In School
ST273Q06JA,st_distracted_by_digital_resources,"How often: Students get distracted by using [digital resources] (e.g. smartphones, websites, apps).",No,Yes,student_questionnaire,In School
ST273Q07JA,st_distracted_by_others_using_digital,"How often: Students get distracted by other students who are using [digital resources] (e.g. smartphones, websites, apps).",No,Yes,student_questionnaire,In School
ST270Q01JA,st_teacher_shows_interest_learning,How often: The teacher shows an interest in every student's learning.,No,Yes,student_questionnaire,In School
ST270Q02JA,st_teacher_gives_extra_help,How often: The teacher gives extra help when students need it.,No,Yes,student_questionnaire,In School
ST270Q03JA,st_teacher_helps_students,How often: The teacher helps students with their learning.,No,Yes,student_questionnaire,In School
ST270Q04JA,st_teacher_teaches_until_understanding,How often: The teacher continues teaching until the students understand.,No,Yes,student_questionnaire,In School
ST285Q01JA,st_solve_math_without_computation,How often: The teacher asked us to solve mathematics problems without computing anything.,No,Yes,student_questionnaire,In School
ST285Q02JA,st_explain_math_solution,How often: The teacher asked us to explain how we solved a mathematics problem.,No,Yes,student_questionnaire,In School
ST285Q03JA,st_explain_math_assumptions,How often: The teacher asked us to explain what assumptions we were making when solving a mathematics problem.,No,Yes,student_questionnaire,In School
ST285Q04JA,st_explain_math_reasoning,How often: The teacher asked us to explain our reasoning when solving a mathematics problem.,No,Yes,student_questionnaire,In School
ST285Q05JA,st_defend_math_answer,How often: The teacher asked us to defend our answer to a mathematics problem.,No,Yes,student_questionnaire,In School
ST285Q06JA,st_relate_old_new_math,How often: The teacher asked us to think about how new and old mathematics topics were related.,No,Yes,student_questionnaire,In School
ST285Q07JA,st_solve_math_in_different_ways,How often: The teacher encouraged us to think about how to solve mathematics problems in different ways than demonstrated in class.,No,Yes,student_questionnaire,In School
ST285Q08JA,st_keep_trying_with_math_task,How often: The teacher told us to keep trying even when we face difficulties with a mathematics task.,No,Yes,student_questionnaire,In School
ST285Q09JA,st_memorize_math_rules,How often: The teacher taught us to memorize rules and apply them to solve mathematics problems.,No,Yes,student_questionnaire,In School
ST283Q01JA,st_think_everyday_problems_with_math,How often: The teacher asked us to think of problems from everyday life that could be solved with new mathematics knowledge we learned.,No,Yes,student_questionnaire,In School
ST283Q02JA,st_math_useful_in_everyday_life,How often: The teacher showed us how mathematics can be useful in our everyday lives.,No,Yes,student_questionnaire,In School
ST283Q03JA,st_think_mathematically,How often: The teacher encouraged us to 'think mathematically'.,No,Yes,student_questionnaire,In School
ST283Q04JA,st_use_math_logic_in_new_situations,How often: The teacher taught us how to use mathematical logic when approaching new situations.,No,Yes,student_questionnaire,In School
ST283Q05JA,st_solve_difficult_problems_with_number_system,How often: The teacher showed us how some problems that look difficult can be solved more easily by understanding how the number system is organized.,No,Yes,student_questionnaire,In School
ST283Q06JA,st_everyday_math_problems_decision,How often: The teacher gave problems from everyday life involving numbers and asked us to make a decision about the situation.,No,Yes,student_questionnaire,In School
ST283Q07JA,st_connect_math_topics_to_big_ideas,How often: The teacher asked us how different topics are connected to a bigger mathematical idea.,No,Yes,student_questionnaire,In School
ST283Q08JA,st_solve_real_life_problems_with_math,How often: The teacher encouraged us to think about how a problem from everyday life could be solved using mathematics.,No,Yes,student_questionnaire,In School
ST283Q09JA,st_connect_math_to_larger_context,How often: The teacher explained how different mathematical ideas connect to a larger context.,No,Yes,student_questionnaire,In School
ST275Q01WA,st_school_train_timetable_task,How often at school: Working out from a [train timetable] how long it would take to get from one place to another,No,Yes,student_questionnaire,In School
ST275Q02WA,st_school_calculate_tax_task,How often at school: Calculating how much more expensive a computer would be after adding tax,No,Yes,student_questionnaire,In School
ST275Q03WA,st_school_calculate_tile_area_task,How often at school: Calculating how many square metres of tiles you need to cover a floor,No,Yes,student_questionnaire,In School
ST275Q04WA,st_school_scientific_tables_task,How often at school: Understanding scientific tables presented in an article,No,Yes,student_questionnaire,In School
ST275Q05WA,st_school_solve_equation_example1,How often at school: Solving an equation like 6x[sup]2[/sup]+5 = 29,No,Yes,student_questionnaire,In School
ST275Q06WA,st_school_map_distance_task,"How often at school: Finding the actual distance between two places on a map with a 1?10,000 scale",No,Yes,student_questionnaire,In School
ST275Q07WA,st_school_solve_equation_example2,How often at school: Solving an equation like 2(x+3) = (x+3)(x-3),No,Yes,student_questionnaire,In School
ST275Q08WA,st_school_power_consumption_task,How often at school: Calculating the power consumption of an electronic appliance per week,No,Yes,student_questionnaire,In School
ST275Q09WA,st_school_solve_equation_example3,How often at school: Solving an equation like 3x+5=17,No,Yes,student_questionnaire,In School
ST276Q01JA,st_math_extract_info_from_diagrams,"How often at school: Extracting mathematical information from diagrams, graphs, or simulations",No,Yes,student_questionnaire,In School
ST276Q02JA,st_interpret_math_solutions_in_context,How often at school: Interpreting mathematical solutions in the context of a real-life challenge,No,Yes,student_questionnaire,In School
ST276Q03JA,st_use_statistical_variation_for_decision,How often at school: Using the concept of statistical variation to make a decision,No,Yes,student_questionnaire,In School
ST276Q04JA,st_identify_math_aspects_real_world,How often at school: Identifying mathematical aspects of a real-world problem,No,Yes,student_questionnaire,In School
ST276Q05JA,st_identify_constraints_assumptions,How often at school: Identifying constraints and assumptions behind mathematical modelling,No,Yes,student_questionnaire,In School
ST276Q06JA,st_represent_situation_mathematically,"How often at school: Representing a situation mathematically using variables, symbols, or diagrams",No,Yes,student_questionnaire,In School
ST276Q07JA,st_evaluate_significance_of_data_patterns,How often at school: Evaluating the significance of observed patterns in data,No,Yes,student_questionnaire,In School
ST276Q08JA,st_code_or_program_computers,How often at school: Coding/programming computers,No,Yes,student_questionnaire,In School
ST276Q09JA,st_work_with_math_computer_systems,"How often at school: Working with computer mathematics systems (e.g. spreadsheets, programming software, graphing calculators)",No,Yes,student_questionnaire,In School
ST276Q10JA,st_calculate_properties_irregular_objects,How often at school: Calculating the properties of an irregularly shaped object,No,Yes,student_questionnaire,In School
ST268Q01JA,st_math_favourite_subject,Agree/disagree: Mathematics is one of my favourite subjects.,No,Yes,student_questionnaire,In School
ST268Q02JA,st_language_favourite_subject,Agree/disagree: [Test language] is one of my favourite subjects.,No,Yes,student_questionnaire,In School
ST268Q03JA,st_science_favourite_subject,Agree/disagree: [Science] is one of my favourite subjects.,No,Yes,student_questionnaire,In School
ST268Q04JA,st_math_easy_for_me,Agree/disagree: Mathematics is easy for me.,No,Yes,student_questionnaire,In School
ST268Q05JA,st_language_easy_for_me,Agree/disagree: Thai is easy for me.,No,Yes,student_questionnaire,In School
ST268Q06JA,st_science_easy_for_me,Agree/disagree: [Science] is easy for me.,No,Yes,student_questionnaire,In School
